acousticness,danceability,energy,instrumentalness,loudness,valence,genre
0.938,0.16399999999999998,0.0194,0.8590000000000001,-34.126,0.0581,0
0.171,0.5720000000000001,0.835,0.000376,-6.2189999999999985,0.7959999999999999,2
0.968,0.513,0.277,0.000573,-18.703,0.746,0
0.975,0.233,0.0252,0.604,-24.824,0.0936,0
0.986,0.16899999999999998,0.0161,0.86,-31.034,0.0573,0
0.038,0.389,0.768,0.0,-4.765,0.334,1
0.8420000000000001,0.0876,0.0548,0.3720000000000001,-24.786,0.0366,0
0.8959999999999999,0.0783,0.0523,0.945,-23.247,0.0327,0
0.52,0.0859,0.153,0.878,-20.665,0.0566,0
0.0322,0.705,0.518,0.0,-8.71,0.467,1
0.0629,0.546,0.529,0.000567,-13.6,0.574,2
0.0331,0.853,0.502,0.0,-7.187,0.3,1
0.768,0.113,0.255,0.7759999999999999,-17.19,0.0524,0
0.857,0.107,0.15,0.892,-16.343,0.0372,0
0.995,0.429,0.0278,0.89,-28.176,0.0773,2
0.973,0.331,0.0422,0.922,-28.457,0.108,0
0.0182,0.8240000000000001,0.601,0.0,-8.761000000000001,0.138,1
0.987,0.279,0.0292,0.902,-26.804,0.0338,0
0.979,0.12,0.112,0.893,-22.235,0.038,2
0.0533,0.5479999999999999,0.5820000000000001,0.0096,-10.194,0.305,2
0.995,0.429,0.0278,0.89,-28.176,0.0773,0
0.111,0.815,0.706,0.0,-4.672,0.583,1
0.0986,0.8490000000000001,0.602,0.0,-9.054,0.318,1
0.995,0.272,0.0138,0.925,-31.146,0.0808,2
0.877,0.138,0.0522,0.794,-23.207,0.0368,2
0.991,0.324,0.115,0.932,-25.127,0.187,2
0.157,0.7290000000000001,0.818,0.285,-9.992,0.907,2
0.189,0.883,0.525,0.0,-8.054,0.312,1
0.212,0.662,0.599,0.0,-9.316,0.177,1
0.616,0.171,0.242,0.912,-15.363,0.0958,0
0.0103,0.505,0.836,0.0771,-7.383999999999999,0.764,2
0.943,0.303,0.601,0.936,-12.36,0.545,0
0.00287,0.532,0.767,0.000513,-5.509,0.755,2
0.00388,0.619,0.703,0.205,-9.414,0.7090000000000001,2
0.962,0.151,0.0639,0.603,-24.404,0.0797,0
0.995,0.382,0.00823,0.914,-30.499,0.141,2
0.135,0.452,0.818,2.72e-05,-8.124,0.755,2
0.925,0.241,0.122,0.66,-22.411,0.187,0
0.0995,0.5670000000000001,0.959,6.07e-05,-3.822,0.961,2
0.982,0.161,0.113,0.872,-20.832,0.0455,0
0.0383,0.723,0.863,0.0317,-7.89,0.931,2
0.963,0.391,0.24,4.07e-06,-16.497,0.238,2
0.262,0.438,0.71,0.537,-12.412,0.53,2
0.931,0.339,0.0937,0.293,-20.267,0.458,0
0.934,0.324,0.17800000000000002,0.926,-13.949000000000002,0.258,2
0.936,0.163,0.0891,0.91,-20.255,0.0723,0
0.963,0.336,0.29100000000000004,0.0004570000000000001,-12.972,0.0786,0
0.0694,0.531,0.818,0.0096,-5.358,0.471,2
0.981,0.312,0.0465,0.9,-26.438,0.0371,0
0.156,0.784,0.632,0.0,-6.0829999999999975,0.746,1
0.983,0.384,0.0955,0.826,-19.427,0.0425,0
0.78,0.8059999999999999,0.462,0.0134,-12.778,0.736,2
0.0319,0.8390000000000001,0.687,9.62e-06,-6.648,0.281,1
0.127,0.5,0.748,0.0,-9.072,0.514,2
0.172,0.84,0.68,0.0,-6.03,0.142,1
0.0768,0.534,0.887,9.93e-05,-3.777,0.72,2
0.463,0.63,0.616,0.0408,-8.128,0.509,2
0.992,0.259,0.0392,0.946,-31.945,0.185,2
0.0112,0.637,0.682,0.0234,-11.625,0.7140000000000001,2
0.985,0.325,0.271,0.909,-13.388,0.182,0
0.00546,0.8340000000000001,0.655,3.04e-05,-7.787000000000001,0.4920000000000001,1
0.0383,0.779,0.642,0.0,-6.3210000000000015,0.38799999999999996,1
0.00748,0.8190000000000001,0.626,0.10099999999999999,-4.574,0.415,1
0.931,0.28,0.287,0.888,-22.167,0.509,0
0.846,0.157,0.374,0.7959999999999999,-10.344,0.0987,2
0.934,0.324,0.17800000000000002,0.926,-13.949000000000002,0.258,0
0.281,0.8370000000000001,0.586,0.0,-8.521,0.618,1
0.0166,0.914,0.732,0.0,-6.1,0.469,1
0.0119,0.279,0.852,0.076,-7.837999999999999,0.438,2
0.99,0.122,0.115,0.888,-18.359,0.0652,0
0.0358,0.741,0.537,0.0,-6.7970000000000015,0.233,1
0.92,0.34600000000000003,0.229,0.76,-14.399,0.3670000000000001,0
0.00102,0.51,0.893,5.85e-05,-9.267,0.934,2
0.0235,0.16699999999999998,0.181,0.88,-15.928,0.0504,2
0.0781,0.6940000000000001,0.394,0.000677,-15.880999999999998,0.7190000000000001,2
0.7290000000000001,0.246,0.0813,0.8270000000000001,-18.185,0.0772,0
0.325,0.88,0.67,4.17e-06,-5.1770000000000005,0.131,1
0.224,0.6940000000000001,0.685,0.0,-6.535,0.306,1
0.146,0.6920000000000001,0.774,0.0,-4.385,0.5329999999999999,1
0.857,0.107,0.15,0.892,-16.343,0.0372,2
0.0182,0.7340000000000001,0.563,0.0,-6.4639999999999995,0.371,1
0.985,0.325,0.271,0.909,-13.388,0.182,2
0.927,0.3670000000000001,0.316,0.779,-14.49,0.242,0
0.484,0.113,0.161,0.928,-20.046,0.0365,0
0.233,0.7979999999999999,0.715,0.00611,-4.423,0.528,1
0.385,0.6829999999999999,0.594,8.609999999999999e-05,-8.289,0.7340000000000001,2
0.13,0.249,0.228,0.846,-15.678,0.139,2
0.851,0.0716,0.0408,0.901,-28.284,0.0377,0
0.369,0.413,0.725,2.1600000000000007e-05,-5.787000000000001,0.44,2
0.899,0.17600000000000002,0.006,3.24e-05,-42.238,0.0383,0
0.6829999999999999,0.575,0.318,0.000202,-16.729,0.385,2
0.971,0.193,0.0839,0.8220000000000001,-22.849,0.0569,0
0.994,0.299,0.00626,0.901,-30.923,0.0634,0
0.499,0.701,0.341,0.903,-12.26,0.163,0
0.995,0.382,0.00823,0.914,-30.499,0.141,0
0.846,0.157,0.374,0.7959999999999999,-10.344,0.0987,0
0.992,0.259,0.0392,0.946,-31.945,0.185,0
0.0187,0.905,0.647,0.0,-5.065,0.3670000000000001,1
0.14400000000000002,0.9590000000000001,0.508,9.82e-05,-7.857,0.34600000000000003,1
0.7390000000000001,0.25,0.5870000000000001,0.915,-11.227,0.206,2
0.514,0.741,0.546,0.0,-8.66,0.7170000000000001,1
0.111,0.7290000000000001,0.503,0.0,-8.229,0.152,1
0.963,0.688,0.0337,0.8959999999999999,-30.436,0.899,2
0.939,0.34700000000000003,0.145,0.8140000000000001,-17.307000000000002,0.44,2
0.871,0.326,0.33,0.7490000000000001,-12.967,0.293,0
0.312,0.843,0.622,4.04e-05,-5.894,0.435,1
0.4970000000000001,0.713,0.605,3.46e-06,-7.487,0.4320000000000001,1
0.3670000000000001,0.475,0.322,0.00056,-10.687,0.387,2
0.993,0.277,0.241,0.91,-15.582,0.185,0
0.991,0.231,0.0297,0.878,-31.544,0.07,0
0.0369,0.873,0.4970000000000001,0.0324,-7.145,0.746,1
0.976,0.156,0.0978,0.893,-16.326,0.0638,0
0.268,0.867,0.7440000000000001,0.0,-5.171,0.645,1
9.7e-05,0.116,0.246,0.875,-17.599,0.0366,2
0.141,0.753,0.589,0.0,-6.472,0.38299999999999995,1
0.985,0.871,0.179,0.941,-21.433000000000003,0.311,2
0.978,0.166,0.0363,0.922,-26.822,0.039,0
0.929,0.263,0.242,0.875,-13.788,0.0743,2
0.955,0.436,0.151,0.7929999999999999,-20.745,0.359,0
0.983,0.24,0.0479,0.944,-16.953,0.0438,2
0.52,0.0859,0.153,0.878,-20.665,0.0566,2
