acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,genre
0.389,https://api.spotify.com/v1/audio-analysis/5y4761pjcksXs1hNsCmc4n,0.691,250400,0.5920000000000001,5y4761pjcksXs1hNsCmc4n,3.289999999999999e-05,2,0.124,-8.089,1,0.0366,115.152,4,https://api.spotify.com/v1/tracks/5y4761pjcksXs1hNsCmc4n,audio_features,spotify:track:5y4761pjcksXs1hNsCmc4n,0.736,Rock
0.976,https://api.spotify.com/v1/audio-analysis/7vJhOBgOkXyEJvw1vsU6HB,0.156,703720,0.0978,7vJhOBgOkXyEJvw1vsU6HB,0.893,5,0.0854,-16.326,1,0.0371,179.447,3,https://api.spotify.com/v1/tracks/7vJhOBgOkXyEJvw1vsU6HB,audio_features,spotify:track:7vJhOBgOkXyEJvw1vsU6HB,0.0638,Classical
0.0247,https://api.spotify.com/v1/audio-analysis/1KyZ4rUiW2lkqGNLQYKpcC,0.941,187898,0.46299999999999997,1KyZ4rUiW2lkqGNLQYKpcC,5.5299999999999996e-05,8,0.192,-5.992999999999999,1,0.113,127.00299999999999,4,https://api.spotify.com/v1/tracks/1KyZ4rUiW2lkqGNLQYKpcC,audio_features,spotify:track:1KyZ4rUiW2lkqGNLQYKpcC,0.312,Hip-Hop
0.000825,https://api.spotify.com/v1/audio-analysis/61Q9oJNd9hJQFhSDh6Qlap,0.315,269720,0.534,61Q9oJNd9hJQFhSDh6Qlap,0.10800000000000001,9,0.10099999999999999,-7.5520000000000005,0,0.031,116.891,3,https://api.spotify.com/v1/tracks/61Q9oJNd9hJQFhSDh6Qlap,audio_features,spotify:track:61Q9oJNd9hJQFhSDh6Qlap,0.28300000000000003,Rock
0.5820000000000001,https://api.spotify.com/v1/audio-analysis/5RIYuJdysFUaVPgnuQd2kK,0.742,132928,0.36,5RIYuJdysFUaVPgnuQd2kK,0.0,1,0.0772,-11.285,0,0.145,126.07799999999999,4,https://api.spotify.com/v1/tracks/5RIYuJdysFUaVPgnuQd2kK,audio_features,spotify:track:5RIYuJdysFUaVPgnuQd2kK,0.34700000000000003,Hip-Hop
0.151,https://api.spotify.com/v1/audio-analysis/1xEcsGNqeAeeB5Yx2gmFRJ,0.9229999999999999,136800,0.473,1xEcsGNqeAeeB5Yx2gmFRJ,0.0,5,0.0978,-8.641,0,0.40700000000000003,100.01799999999999,4,https://api.spotify.com/v1/tracks/1xEcsGNqeAeeB5Yx2gmFRJ,audio_features,spotify:track:1xEcsGNqeAeeB5Yx2gmFRJ,0.531,Hip-Hop
0.0301,https://api.spotify.com/v1/audio-analysis/0eFvoRSTTaR2q8bSWVjwfp,0.456,271867,0.978,0eFvoRSTTaR2q8bSWVjwfp,0.499,10,0.313,-4.869,0,0.11199999999999999,123.411,4,https://api.spotify.com/v1/tracks/0eFvoRSTTaR2q8bSWVjwfp,audio_features,spotify:track:0eFvoRSTTaR2q8bSWVjwfp,0.327,Rock
0.499,https://api.spotify.com/v1/audio-analysis/5xbuJuQsTVheVZvX2AJVIv,0.701,151507,0.341,5xbuJuQsTVheVZvX2AJVIv,0.903,1,0.359,-12.26,0,0.0418,105.51299999999999,3,https://api.spotify.com/v1/tracks/5xbuJuQsTVheVZvX2AJVIv,audio_features,spotify:track:5xbuJuQsTVheVZvX2AJVIv,0.163,Classical
0.327,https://api.spotify.com/v1/audio-analysis/5LNiqEqpDc8TuqPy79kDBu,0.591,329413,0.804,5LNiqEqpDc8TuqPy79kDBu,5.98e-06,0,0.0818,-7.2989999999999995,1,0.0454,111.45700000000001,4,https://api.spotify.com/v1/tracks/5LNiqEqpDc8TuqPy79kDBu,audio_features,spotify:track:5LNiqEqpDc8TuqPy79kDBu,0.6579999999999999,Rock
0.8240000000000001,https://api.spotify.com/v1/audio-analysis/7MdenBcztjoBdJUvFxBFeX,0.298,253440,0.34600000000000003,7MdenBcztjoBdJUvFxBFeX,0.6940000000000001,3,0.295,-15.465,1,0.0416,78.98899999999999,4,https://api.spotify.com/v1/tracks/7MdenBcztjoBdJUvFxBFeX,audio_features,spotify:track:7MdenBcztjoBdJUvFxBFeX,0.48200000000000004,Classical
0.0010199999999999999,https://api.spotify.com/v1/audio-analysis/5Ly2g3fnof2iFE8zsQZJX2,0.51,163467,0.893,5Ly2g3fnof2iFE8zsQZJX2,5.85e-05,9,0.201,-9.267000000000001,1,0.0342,142.657,4,https://api.spotify.com/v1/tracks/5Ly2g3fnof2iFE8zsQZJX2,audio_features,spotify:track:5Ly2g3fnof2iFE8zsQZJX2,0.934,Rock
0.81,https://api.spotify.com/v1/audio-analysis/64ZxBE1ZgK4C0lGljXzDcG,0.48,204147,0.163,64ZxBE1ZgK4C0lGljXzDcG,0.754,5,0.09300000000000001,-19.117,0,0.0645,158.366,4,https://api.spotify.com/v1/tracks/64ZxBE1ZgK4C0lGljXzDcG,audio_features,spotify:track:64ZxBE1ZgK4C0lGljXzDcG,0.212,Classical
0.135,https://api.spotify.com/v1/audio-analysis/5qBqBdfTEIWJwAS0Jm2F5R,0.452,229360,0.818,5qBqBdfTEIWJwAS0Jm2F5R,2.72e-05,2,0.052000000000000005,-8.124,1,0.0439,124.47399999999999,4,https://api.spotify.com/v1/tracks/5qBqBdfTEIWJwAS0Jm2F5R,audio_features,spotify:track:5qBqBdfTEIWJwAS0Jm2F5R,0.755,Rock
